상호,설명,업소정보,리뷰
슬런치 팩토리,다이어트 도시락을 전문으로 하는 곳. 다이어트를 콘셉트로 하는 만큼 조미료가 들어가지 않고 건강한 한 끼를 먹을 수 있다. 매일 메뉴가 달라져서 다양한 메뉴도 맛볼 수 있다.,"{'전화번호': '02-325-8843', '웹사이트': 'https://www.instagram.com/slunch_factory/', '이용시간': '매일 12:00~22:30', '휴무일': '연중 무휴', '대표메뉴': '버섯 두유 크림 리조또, 버섯고르곤졸라 피자', '주소': '04074  서울 마포구 와우산로3길 38 (상수동)', '교통 정보': '2호선, 공항철도, 경의중앙선 홍대입구역 3번 출구에서 약 909m (도보 12분)'}","[{'review': '가성비가 좋지 않습니다. 맛도 아주 특이하지는 않아요. 긴 머리카락이 음식에 닿을듯 말듯 아슬아슬 서빙되고.. 기대가 컸던 만큼 실망스럽습니다..', 'score': '3'}]"
중국,"자그마한 집이지만 짬뽕, 짜장면, 탕수육 등이 맛있는 집으로 소문났다.","{'전화번호': '02-737-8055', '이용시간': '10:00 ~ 13:00', '휴무일': '매주 일요일 휴무', '운영 요일': '월요일~토요일', '이용요금': '약1만원대', '대표메뉴': '짜장면, 짬뽕, 탕수육, 짬뽕밥', '주소': '03031  서울특별시 종로구 자하문로33길 2 (청운동)', '교통 정보': '3호선 경복궁역 2번 출구에서 약 1.1km (도보 17분)'}","[{'review': '메뉴도 많지 않으나 매일 재료가 떨어지면 바로 영업을 하지 않는 독특한 규칙때문애 재료의 신선도나 맛 괜찮은 편입니다.  가격도 착한 편인데, 주말에는 점심시간 좀 지나면 영업이 끝나니 좀 서둘러야 한다는게 단점', 'score': '5'}]"
우정낙지,매운 맛을 즐기는 사람이라면 꼭 한번 가봐야할 곳. 이 집의 낙지볶음은 지나치게 맵다는 평이 있을 정도로 먹고 나면 입안이 얼얼해진다. 매운 맛을 달래기 위해 콩나물과 조개탕을 함께 먹는다. 저녁이면 인근의 회사원들이 식사와 술 한잔을 겸하기 위해 많이 찾는다.,"{'전화번호': '02-720-7991', '이용시간': '10:00~22:00', '휴무일': '연중무휴', '운영 요일': '월화수목금토일', '대표메뉴': '낙지', '가격대': '1만원대', '주소': '03189  서울 종로구 삼일대로17길 46 (관철동, 신양빌딩) 2층', '교통 정보': '1호선 종각역 4번 출구에서 약 194m (도보 2분)'}","[{'review': '이사해서 이층이라 조금 찾기가.힘드네요...종각역에서 가깝습니다!낙지.메운건 확실한데 근방날라가요 아침되먄 어제먹은 흔적없습미다! 화학적닌 맛이아니라 좋아요..마늘많이 들어간거같아요...', 'score': '4'}, {'review': '청계천에 갔다가 들어갔는데, 낙지복음 시켰다가 일행들 전부 남기고 나왔네요.\n맛은 정말 없고, 열라 맵고, 밥도 약간 오래된 느낌이들고, 가격은 정말 더럽게 비싸고...\n\n욕나오는거 참고 나왔네요.\n\n절대 비추입니다', 'score': '1'}, {'review': '점심시간이라 사람이 많았어요. 그래도 친절하고 맛도 있어요. 매장도 깔끔하고 혼자가도 괜찮았어요.', 'score': '4'}, {'review': '낙지수제비는 점심때만 판매합니다. 특유의 칼칼하고 시원한 국물 때문에 해장하는 분들에게 인기가 많고요, 수제비만 먹기 아쉬울 때 낙지볶음이나 계란말이를 한접시 시켜서 함께 먹곤 하는데 낙지볶음은 많이 맵습니다. 그리고 낙지가 조금 질겨요. \n계란말이는.. 평범합니다. 계란말이보다는 낙지볶음 추천합니다 ^^\n\n상당히 오래된 집이라서, 내부는 많이 낡았지만...', 'score': '4'}, {'review': '평소에 매운거를 잘 못먹는 스타일인데.. 여기 매운음식은 어렵네요. 그래도 낙지자체는 맛있는데 너무 매워서 많이 먹기가 힘드네요. 매운거 잘드시는분만 가시길', 'score': '3'}]"
무돌,"한우 고깃집으로 유명한 무등산에서 운영하는 전라도 음식 전문점. 홍어삼합, 갈낙찜, 생굴보쌈, 병어회무침, 연포탕, 육전 등을 맛볼 수 있다. 소고기 육회에 산낙지가 들어 있는 육낙무침도 이곳의 인기 메뉴이다.","{'전화번호': '02-515-3088', '이용시간': '10:30 ~ 22:00', '휴무일': '매주 토요일, 일요일, 명절 휴무', '운영 요일': '월요일~금요일', '대표메뉴': '생고등어구이 갈낙찜 홍어삼합', '주소': '06065  서울 강남구 선릉로 748 (청담동, 현대아파트)', '교통 정보': '7호선, 수인분당선 강남구청역 4번 출구에서 약 514m (도보 7분)'}",[]
개화옥,전통 한식을 가볍고 트렌디하게 재해석해서 선보이는 한식 레스토랑. 메인 메뉴인 불고기 외에도 다양한 한식을 맛볼 수 있다. 건강야채구이와 된장국수는 이 집만의 별미. 모든 음식이 한국의 전통 도자기에 담겨져나와 보는 즐거움을 더한다.,"{'전화번호': '02-549-1459', '웹사이트': 'https://blog.naver.com/koreafood_gaewhaok', '이용시간': '월요일~토요일 10:00~15:00, 17:00~22:00', '휴무일': '매주 일요일, 연중무휴', '이용요금': '약 1 ~ 5만원대', '대표메뉴': '소불고기, 보쌈, 차돌박이와 채소무침, 떡갈비, 김치말이국수', '주소': '06018  서울 강남구 압구정로50길 7 (정동상가)  1층', '교통 정보': '수인분당선 압구정로데오역 6번 출구에서 약 145m (도보 2분)'}","[{'review': '정말 정말 맛있는 된장국수!!\n불고기도 맛있는데 된장국수에 반해버렸어요\n조미료 쓰지 않았다는걸 먹어보면 알수있어요\n건강한 맛집 강추!', 'score': '5'}, {'review': '조미료를 전혀 쓰지 않고 정말 맛있고 정갈한 음식을 맛 볼 수 있는\n소중한 레스토랑\n가격이 비싸긴 하지만 음식을 먹어보면 그 값어치를 하는걸 느낄수 있습니다\n불고기도 맛있고 된장국수는 꼭 드셔보시길 추천해요', 'score': '4'}, {'review': '항상 실망하지 않는 개화옥. 가로수길 보다 작고 진입이 불편하지만 항상 맛과 서비스가 좋습니다.', 'score': '4'}, {'review': '압구정 개화옥 오늘 점심때 우리 5명 갔었습니다 \n직원 완전 불친절,싼 분식집도 아니고, 직원의 서비스 정신을 단단히 교육 시켜야 할듯합니다\n처음부터 우리가 있는 동안 직원이 한번두 웃는 모습 본적 없습니다\n항상 딱딱하게 귀찮은듯 말합니다...\n자주 가는 제친구 말로는 사장님이 없으면 늘 그런다고 합니다\n참고로,제친구는 비지니스 접대 때문에 어쩔수 없이...', 'score': '1'}]"
명동돈가스,한국 최초로 두툼한 일본식 돈가스를 선보인 곳. 30여 년의 전통을 자랑하는 명동의 터줏대감이다. 1층 테이블 바에서는 튀겨지는 돈가스를 바로 맛볼 수 있다. 로스가스를 얇게 펴서 채소와 피자치즈를 넣어 함께 튀긴 코돈브로가 인기메뉴이다.,"{'전화번호': '02-775-5300', '이용시간': '11:00 ~ 21:00', '휴무일': '명절 휴무', '운영 요일': '월요일 ~ 일요일', '이용요금': '약 1만원대', '대표메뉴': '돈가스', '주소': '04534  서울특별시 중구 명동3길 8 (명동1가)', '교통 정보': '2호선 을지로입구역 6번 출구에서 약 244m (도보 3분)'}",[]
알라딘의양고기,아랍식 양고기를 먹을 수 있는 곳. 아랍식으로 양념한 고기를 숯불에 구워 먹는 것이 특징이다. 피타 빵에 싸 먹으면 색다른 맛을 느낄 수 있다.,"{'전화번호': '0507-1337-5534', '이용시간': '평일 16:00 ~ 24:00\n토요일 14:00 ~ 24:00\n일요일 14:00 ~ 22:00', '휴무일': '명절 당일 휴무', '대표메뉴': '양꼬치살, 양갈비살, 불고기 양갈비', '주소': '05559  서울 송파구 백제고분로7길 42-16 (정빌딩)', '교통 정보': '2호선 잠실새내역 3번 출구에서 약 353m (도보 5분)'}",[]
가람국시,"깔끔한 경상도식 국수(국시)를 전문으로 하는 곳이다. 소고기국시와 멸치국시가 인기가 있고, 콩국수와 만두도 괜찮다.","{'전화번호': '02-541-8200', '이용시간': '11:00~15:00, 17:30~21:30', '휴무일': '명절 연휴 휴무, 1월1일', '운영 요일': '\x08월요일~일요일', '이용요금': '약 1 ~ 3만원대', '대표메뉴': '칼국수, 콩국수, 접시만두, 해물파전, 녹두전', '가격대': '1만원대', '주소': '06053  서울 강남구 언주로135길 13 (논현동)', '교통 정보': '7호선 학동역 10번 출구에서 약 381m (도보 6분)'}","[{'review': '돈가스, 김치찌개, 비빔밥 등 가정식 매뉴들을 판매하는 맛집입니다. 점심시간대에는 직장인들로 붐비나 저녁시간대에는 한가합니다. 저녁시간대에는 삼겹살을 구워먹는 손님들도 보입니다. 추천합니다.', 'score': '4'}]"
소호정,"경상도 안동 지방의 반가 음식인 안동 국시의 맛을 느껴볼 수 있는 곳이다. 국시 외에도 다양한 한식 메뉴가 있다. 고기와 묵, 전, 국수까지 조금씩 모두 맛볼 수 있는 특선 정식이 실속 있다.","{'전화번호': '02-579-7282', '웹사이트': 'http://www.sohojung.com/default/', '이용시간': '매일 11:00~21:00', '휴무일': '명절 당일 휴무', '대표메뉴': '안동국시, 국밥, 수육, 전', '주소': '06783  서울 서초구 논현로 27 (소호정)', '교통 정보': '신분당선 양재시민의숲역 3번 출구에서 약 1.1km (도보 16분)'}","[{'review': '선주후면으로 딱 좋은 식당이다.\n모듬전과 수육으로 한잔하고 칼국수로 마무리 할수있는 전통적인 한국의 음식점이다.\n깻잎 반찬이 인기있다.', 'score': '4'}, {'review': '김영삼 전대통령 시절 청와대 칼국수 집으로 유명해짐...\n\n진한 사골육수를 베이스 하는 전통 안동국시집... 반찬도 맛깔스러움...\n\n주차공간도 괜찮은편...\n\n안동국시 코스도 있고... 국밥도 있음.... \n\n맛은 좋으나...칼국수가 1만1천.... 뭐 프렌차이즈 쌀국수에 비하면... 비싼건 아니지만....\n\n칼국수들중에서는 비싼편으로 생각 될수도...', 'score': '4'}, {'review': '수육과 깻잎.. 부추김치..\n두툼한 식감 좋은 소고기가..\n술과 함께 조화롭습니다.\n나중에 시키는 칼국수 또한 일품..\n식전주로..\n양이 많으면 둘이서 반탕으로\n먹어도 좋습니다.', 'score': '4'}, {'review': '뽀얀 양지국물의 칼국수로 유명한 맛집\n칼칼한 맛이 생각날때는 한우국밥도 추천드립니다.\n메뉴마다 기본은 하는 집입니다.', 'score': '4'}, {'review': '깻잎에 국시 최고! \n직원들이 대체로 친절하진않으나 양도 많고 맛있음.\n국밥도 괜찮고... 그래도 국수가 최고 ㅋ\n전은 양이 적어요~', 'score': '4'}]"
홍연,홍콩식(광동식) 중식을 맛볼 수 있다. 콩짜장소스로 버무린 활 바닷가재 요리가 추천 메뉴. 오후에는 입구에 마련된 티하우스에서 정통 중국 차도 즐길 수 있다. 내부는 붉은색 카펫과 검은 기둥과 테이블로 되어 있어 강렬한 느낌을 준다. 2020년 미쉐린 가이드에 선정되었다.,"{'전화번호': '02-317-0494', '이용시간': '매일 12:00 ~ 15:00 / 18:00 ~ 22:00', '휴무일': '연중무휴', '이용요금': '약 10만원대', '대표메뉴': '런치코스, 디너코스, 딤섬', '주소': '04533  서울특별시 중구 소공로 106  (소공동)', '교통 정보': '1,2호선 시청역 6번 출구에서 약 341m (도보 6분)'}","[{'review': '딤섬 맛집입니다.\n딤섬을 믿고 먹어야 합니다. 오래된 호텔 중식당인 만큼 서빙이 안정적입니다. \n근처 회사 직원들이 많이 찾는 곳으로 왜 그들이 많이 오는지 납득이 가는 메뉴 구성과 맛입니다', 'score': '5'}, {'review': '홍연에서 셰프의 것으로 추정되는 머리카락이 나왔어요. 직원에게 보여줬더니 미안하다며 새 짬뽕 주시고 샤벳 주는게 전부. 이후 메일 보내서 compensation 요청했으나 답신도 없었어요. 웨스틴조선호텔 너무 고객 서비스 별로고 고객을 만만하게 보는 호텔 같아요. 영영 미워하겠습니다.', 'score': '1'}, {'review': '재료 본연의 맛을 잘 가지고 있으면서도 맛을 잘 냈다. 딤섬이 훌륭하고 주말에는 주말 코스메뉴가 있어 합리적인 가격에 코스요리를 즐길 수 있어 좋았다', 'score': '5'}, {'review': '주말에는 10개 메뉴 선택하는 메뉴가 가성비 좋지만 단품으로 즐겨도 충분 합니다\n다음엔 미리 주문하는 베이징덕을 주문해봐야겠어요\n탕수육 누룽지탕 추천', 'score': '4'}, {'review': '정말 좋은 호텔에서 제공되는 음식입니다. 홍연에서 제공되는 팔진탕면은 정말 맛 있습니다. 또한 탕수욕도 맛있고요. 그에 따른 서비스도 훌륭 합니다. 조선호텔 객실 부문에서는 실망 했지만 레스토랑은 아직까지 최고입니다. 스시조도 좋구요. 감사합니다.', 'score': '5'}]"
카나디안랍스터,"바닷가재 사시미, 버터구이, 칠리, 찜, 그라탱 등 다양한 요리를 선보인다. 코스를 시키면 사시미와 찜 중에서 선택하게 되어 있고 두 가지 구이 요리가 나온다. 캐나다 노바 스코샤 앞바다 북대서양에서 자라는 자연산 바닷가재를 수입하여 사용한다.","{'전화번호': '02-585-9624', '이용시간': '12:00 ~ 15:00 / 17:00 ~ 21:00', '이용요금': '약 4 ~ 10만원대', '대표메뉴': '랍스타 F세트, 랍스타 A세트', '주소': '06711  서울특별시 서초구 남부순환로 2385 (서초동)  3층', '교통 정보': '3호선 남부터미널역 5번 출구에서 약 800m (도보 14분)'}","[{'review': '가족과 함께 방문했습니다. 새로운 장소의 미지의 맛이 나는건 아니지만 익숙하고도 친근한 맛이 기분좋은 만족감을 느꼈습니다.', 'score': '5'}, {'review': '신선한 랍스터를 즐길 수 있는 곳입니다. 비용이 좀 나가지만 특별한 저녁을 보내고 싶다면 권합니다. \n인원이 많은 것 보다는 2명 또는 가족단위 4명정도가 적당해요', 'score': '4'}, {'review': '랍스터가막고싶어서찾아갔습니다디너는가격이비싸서엄두가나지않고런치가저렴해서다행입니다맛도괜찮고직원들도친절해요', 'score': '4'}, {'review': '랍스터가 먹고싶어서 방문했습니다. 생각만큼 맛있지는 않지만 그래도 기대안하고 방문하면 맛있게 식사하실 수 있을것 같습니다.', 'score': '3'}, {'review': '이곳은 런치메뉴가 상당히 저렴하더라구요.\n평일에 런치로 가면 좋은 것 같았어요.\n랍스터 볶음밥도 4만원 정도?\n이정도면 한국에서 찾기 힘든 랍스터 치고 합리적인 가격인 것 같네요.\n맛도 뭐 아주 좋았구요.^^', 'score': '5'}]"
언양불고기,"30여 년간 언양식 불고기를 해온 집. 메뉴는 등심과 언양불고기 단 두 종류이다. 주문이 들어오면 한우 등심만을 사용하는 고기를 양념에 버무려 즉석에 제공하며, 석쇠에 얹어 구어 들기름 참기름을 혼합한 소스에 찍어 먹는다.","{'전화번호': '02-548-2684', '이용시간': '12:00 ~ 22:00', '휴무일': '명절 휴무', '운영 요일': '월화수목금토일', '대표메뉴': '등심\n불고기', '주소': '06110  서울 강남구 학동로2길 15', '교통 정보': '9호선 신논현역 3번 출구'}","[{'review': '비싸고 양이 적어서 자주 갈 수는 없는곳이지만 ㅠㅠ진짜 고기 맛있고 야들야들하고 우리가 구우면 탄다그래서 이모님이 직접 다 구워주셔요', 'score': '4'}]"
